Date,Open,High,Low,Close,Adj Close,Volume
2015-04-02,898.289978,903.080017,897.119995,901.099976,901.099976,3095960000
2015-04-06,900.429993,910.109985,896.010010,907.010010,907.010010,3302970000
2015-04-07,907.140015,912.080017,906.099976,906.260010,906.260010,3065510000
2015-04-08,906.460022,910.960022,903.900024,907.580017,907.580017,3265330000
2015-04-09,907.440002,913.640015,904.590027,912.619995,912.619995,3172360000
2015-04-10,912.590027,919.150024,912.590027,918.669983,918.669983,3156200000
2015-04-13,918.770020,921.599976,914.719971,914.719971,914.719971,2908420000
2015-04-14,914.840027,917.880005,910.690002,916.219971,916.219971,3301270000
2015-04-15,917.080017,923.780029,917.080017,921.390015,921.390015,4013760000
2015-04-16,921.090027,923.849976,918.989990,920.729980,920.729980,3434120000
2015-04-17,919.859985,919.859985,905.909973,909.869995,909.869995,3627600000
2015-04-20,910.919983,920.750000,910.919983,919.140015,919.140015,3000160000
2015-04-21,919.900024,923.080017,915.789978,917.049988,917.049988,3243410000
2015-04-22,917.559998,923.890015,914.940002,922.849976,922.849976,3348480000
2015-04-23,922.729980,928.130005,920.429993,924.580017,924.580017,3636670000
2015-04-24,924.450012,930.250000,924.450012,928.530029,928.530029,3375780000
2015-04-27,929.119995,932.650024,924.820007,925.599976,925.599976,3438750000
2015-04-28,925.349976,929.760010,920.039978,928.859985,928.859985,3546270000
2015-04-29,927.940002,929.460022,921.969971,926.179993,926.179993,4074970000
2015-04-30,925.609985,925.609985,912.789978,916.289978,916.289978,4509680000
2015-05-01,916.739990,926.099976,916.739990,926.090027,926.090027,3379390000
2015-05-04,926.989990,932.150024,926.989990,928.880005,928.880005,3091580000
2015-05-05,928.059998,929.099976,918.039978,918.539978,918.539978,3793950000
2015-05-06,919.349976,922.729980,907.979980,913.650024,913.650024,3792210000
2015-05-07,913.489990,919.520020,911.330017,917.169983,917.169983,3676640000
2015-05-08,918.729980,931.090027,918.729980,930.690002,930.690002,3399440000
2015-05-11,930.549988,931.260010,924.969971,925.299988,925.299988,2992670000
2015-05-12,924.270020,925.250000,916.150024,922.429993,922.429993,3139520000
2015-05-13,922.469971,927.270020,921.299988,922.409973,922.409973,3374260000
2015-05-14,923.049988,933.059998,923.049988,932.890015,932.890015,3225740000
2015-05-15,933.140015,934.039978,930.869995,933.119995,933.119995,3092080000
2015-05-18,932.380005,936.619995,931.969971,935.200012,935.200012,2888190000
2015-05-19,935.239990,937.429993,933.559998,935.369995,935.369995,3296030000
2015-05-20,935.320007,938.229980,932.609985,934.429993,934.429993,3025880000
2015-05-21,934.299988,938.440002,932.929993,936.799988,936.799988,3070460000
2015-05-22,936.640015,937.059998,934.080017,934.080017,934.080017,2571860000
2015-05-26,933.880005,933.880005,922.090027,924.549988,924.549988,3342130000
2015-05-27,924.820007,934.700012,924.820007,933.380005,933.380005,3127960000
2015-05-28,932.900024,933.150024,928.969971,932.520020,932.520020,2980350000
2015-05-29,932.400024,932.400024,925.169983,926.109985,926.109985,3927390000
2015-06-01,926.650024,931.530029,924.380005,928.159973,928.159973,3011710000
2015-06-02,927.590027,931.020020,922.250000,927.169983,927.169983,3049350000
2015-06-03,927.570007,934.059998,927.570007,930.119995,930.119995,3099980000
2015-06-04,929.739990,930.210022,920.820007,922.159973,922.159973,3200050000
2015-06-05,921.989990,924.609985,917.969971,919.900024,919.900024,3243690000
2015-06-08,919.789978,920.070007,914.080017,914.390015,914.390015,2917150000
2015-06-09,914.309998,917.739990,911.150024,915.229980,915.229980,3034580000
2015-06-10,915.510010,928.450012,915.510010,926.900024,926.900024,3414320000
2015-06-11,927.229980,931.400024,927.229980,928.469971,928.469971,3128600000
2015-06-12,927.940002,927.940002,919.830017,921.479980,921.479980,2719400000
2015-06-15,920.469971,920.469971,911.619995,916.849976,916.849976,3061570000
2015-06-16,916.799988,923.039978,915.590027,922.229980,922.229980,2919900000
2015-06-17,922.570007,926.940002,918.929993,923.950012,923.950012,3222240000
2015-06-18,924.340027,935.489990,924.340027,933.159973,933.159973,3520360000
2015-06-19,933.070007,933.309998,927.309998,927.630005,927.630005,4449810000
2015-06-22,928.619995,936.690002,928.619995,933.429993,933.429993,3030020000
2015-06-23,933.520020,936.559998,932.789978,934.969971,934.969971,3091190000
2015-06-24,934.710022,935.859985,928.219971,928.219971,928.219971,3102480000
2015-06-25,928.969971,932.270020,925.190002,925.190002,925.190002,3214610000
2015-06-26,925.460022,928.880005,922.150024,925.070007,925.070007,5025470000
2015-06-29,923.609985,923.609985,905.690002,906.169983,906.169983,3678960000
2015-06-30,907.630005,913.179993,905.119995,908.260010,908.260010,4078540000
2015-07-01,909.789978,916.770020,909.789978,914.150024,914.150024,3727260000
2015-07-02,914.380005,917.469971,911.369995,913.770020,913.770020,2996540000
2015-07-06,912.669983,914.940002,905.650024,910.780029,910.780029,3486360000
2015-07-07,911.070007,916.739990,899.349976,915.559998,915.559998,4458660000
2015-07-08,914.059998,914.059998,900.049988,900.799988,900.799988,3608780000
2015-07-09,902.390015,913.239990,902.390015,902.710022,902.710022,3446810000
2015-07-10,903.169983,916.599976,903.169983,914.299988,914.299988,3065070000
2015-07-13,915.929993,925.700012,915.929993,925.260010,925.260010,3096730000
2015-07-14,925.489990,931.479980,924.609985,929.940002,929.940002,3002120000
2015-07-15,929.960022,933.820007,928.570007,930.780029,930.780029,3261810000
2015-07-16,932.250000,939.049988,932.250000,938.969971,938.969971,3227080000
2015-07-17,940.979980,943.340027,939.500000,943.270020,943.270020,3362750000
2015-07-20,943.349976,947.849976,943.010010,945.609985,945.609985,3245870000
2015-07-21,945.130005,945.739990,939.510010,941.099976,941.099976,3343690000
2015-07-22,940.559998,940.679993,935.070007,937.159973,937.159973,3694070000
2015-07-23,937.010010,938.000000,929.719971,931.260010,931.260010,3772810000
2015-07-24,931.309998,934.219971,920.340027,921.210022,921.210022,3870040000
2015-07-27,920.710022,920.710022,914.630005,916.650024,916.650024,3836750000
2015-07-28,917.960022,929.150024,917.960022,928.010010,928.010010,4117740000
2015-07-29,928.909973,936.359985,928.830017,934.780029,934.780029,4038900000
2015-07-30,933.960022,935.679993,928.500000,934.669983,934.669983,3579410000
2015-07-31,936.099976,936.809998,930.440002,931.130005,931.130005,3681340000
2015-08-03,931.570007,932.390015,923.270020,928.590027,928.590027,3476770000
2015-08-04,928.309998,929.119995,923.059998,925.219971,925.219971,3546710000
2015-08-05,925.859985,933.039978,925.859985,927.250000,927.250000,3968680000
2015-08-06,927.750000,929.330017,916.530029,919.469971,919.469971,4246570000
2015-08-07,918.900024,918.900024,911.650024,916.320007,916.320007,3602320000
2015-08-10,917.679993,928.099976,917.679993,927.469971,927.469971,3514460000
2015-08-11,927.280029,927.280029,914.400024,917.650024,917.650024,3708880000
2015-08-12,916.820007,920.210022,903.299988,918.969971,918.969971,4269130000
2015-08-13,919.140015,922.119995,915.289978,917.369995,917.369995,3221300000
2015-08-14,917.330017,921.250000,916.150024,920.750000,920.750000,2795590000
2015-08-17,920.309998,925.229980,915.159973,924.979980,924.979980,2867690000
2015-08-18,924.849976,925.469971,921.090027,922.239990,922.239990,2949990000
2015-08-19,921.659973,922.340027,910.739990,914.479980,914.479980,3512920000
2015-08-20,913.640015,913.640015,895.200012,895.200012,895.200012,3922470000
2015-08-21,894.830017,894.830017,864.770020,864.770020,864.770020,5018240000
2015-08-24,862.770020,862.770020,809.570007,830.789978,830.789978,6622690000
2015-08-25,832.859985,857.239990,819.229980,819.580017,819.580017,5183560000
2015-08-26,822.070007,855.979980,822.070007,854.690002,854.690002,5348250000
2015-08-27,855.260010,875.640015,855.260010,875.380005,875.380005,5006390000
2015-08-28,874.719971,877.590027,869.369995,875.580017,875.580017,3949080000
2015-08-31,874.989990,874.989990,864.900024,868.219971,868.219971,3915100000
2015-09-01,867.549988,867.549988,837.059998,841.770020,841.770020,4371850000
2015-09-02,842.409973,858.739990,842.409973,858.700012,858.700012,3742620000
2015-09-03,859.489990,869.580017,855.510010,858.369995,858.369995,3520700000
2015-09-04,857.080017,857.080017,840.039978,844.770020,844.770020,3167090000
2015-09-08,847.359985,866.510010,847.359985,866.030029,866.030029,3548650000
2015-09-09,866.630005,874.869995,851.419983,853.409973,853.409973,3652120000
2015-09-10,853.229980,864.719971,851.690002,859.150024,859.150024,3626320000
2015-09-11,858.890015,863.010010,853.520020,863.010010,863.010010,3218590000
2015-09-14,864.359985,864.380005,857.260010,859.750000,859.750000,3000200000
2015-09-15,860.679993,874.030029,860.679993,871.530029,871.530029,3239860000
2015-09-16,871.489990,879.369995,871.099976,878.469971,878.469971,3630680000
2015-09-17,878.500000,889.260010,873.940002,875.520020,875.520020,4183790000
2015-09-18,875.440002,875.440002,859.460022,861.369995,861.369995,6021240000
2015-09-21,862.609985,870.799988,860.299988,865.770020,865.770020,3269350000
2015-09-22,863.770020,863.770020,849.789978,856.239990,856.239990,3808260000
2015-09-23,856.510010,859.390015,851.880005,854.809998,854.809998,3190530000
2015-09-24,853.390015,854.580017,841.570007,852.340027,852.340027,4091530000
2015-09-25,853.840027,861.869995,847.690002,851.900024,851.900024,3721870000
2015-09-28,850.929993,850.929993,830.539978,831.650024,831.650024,4326660000
2015-09-29,831.669983,839.719971,826.729980,832.549988,832.549988,4132390000
2015-09-30,833.640015,848.260010,833.640015,848.260010,848.260010,4525070000
2015-10-01,847.940002,851.479980,839.940002,850.349976,850.349976,3983600000
2015-10-02,849.349976,862.270020,836.580017,862.270020,862.270020,4378570000
2015-10-05,863.469971,878.820007,863.469971,877.750000,877.750000,4334490000
2015-10-06,877.719971,880.609985,872.400024,876.030029,876.030029,4202400000
2015-10-07,877.119995,884.900024,874.830017,882.950012,882.950012,4666470000
2015-10-08,882.349976,891.059998,878.380005,889.780029,889.780029,3939140000
2015-10-09,889.919983,893.080017,887.400024,890.849976,890.849976,3706900000
2015-10-12,891.169983,892.390015,888.760010,891.909973,891.909973,2893250000
2015-10-13,891.049988,894.260010,886.030029,886.880005,886.880005,3401920000
2015-10-14,886.710022,888.890015,880.690002,882.250000,882.250000,3644590000
2015-10-15,883.409973,896.710022,883.409973,896.520020,896.520020,3746290000
2015-10-16,896.549988,901.400024,895.479980,901.239990,901.239990,3595430000
2015-10-19,900.690002,902.229980,896.130005,901.869995,901.869995,3287320000
2015-10-20,901.770020,903.440002,897.719971,899.630005,899.630005,3331500000
2015-10-21,900.820007,903.229980,894.820007,895.570007,895.570007,3627790000
2015-10-22,896.849976,912.750000,896.849976,911.669983,911.669983,4430850000
2015-10-23,915.039978,928.510010,915.039978,925.719971,925.719971,4108460000
2015-10-26,925.719971,925.880005,922.390015,924.239990,924.239990,3385800000
2015-10-27,923.489990,925.049988,920.070007,922.590027,922.590027,4216880000
2015-10-28,922.849976,933.580017,921.190002,933.570007,933.570007,4698110000
2015-10-29,932.989990,934.590027,930.390015,933.090027,933.090027,4008940000
2015-10-30,933.179993,934.169983,926.729980,926.739990,926.739990,4256200000
2015-11-02,927.340027,938.500000,927.270020,937.700012,937.700012,3760020000
2015-11-03,937.299988,944.219971,934.909973,941.179993,941.179993,4272060000
2015-11-04,941.590027,943.440002,935.640015,938.000000,938.000000,4078870000
2015-11-05,937.520020,941.239990,933.070007,936.539978,936.539978,4051890000
2015-11-06,936.190002,938.039978,930.200012,937.570007,937.570007,4369020000
2015-11-09,936.500000,936.500000,923.809998,928.250000,928.250000,3882350000
2015-11-10,927.840027,930.270020,923.900024,929.090027,929.090027,3821440000
2015-11-11,929.590027,932.900024,926.890015,926.960022,926.960022,3692410000
2015-11-12,926.270020,926.270020,914.130005,914.299988,914.299988,4016370000
2015-11-13,913.789978,913.789978,902.659973,903.039978,903.039978,4278750000
2015-11-16,902.429993,916.539978,901.280029,916.500000,916.500000,3741240000
2015-11-17,916.590027,922.330017,913.380005,915.450012,915.450012,4427350000
2015-11-18,916.020020,931.690002,916.020020,930.900024,930.900024,3926390000
2015-11-19,930.979980,932.809998,929.039978,929.979980,929.979980,3628110000
2015-11-20,930.210022,936.919983,930.210022,932.989990,932.989990,3929600000
2015-11-23,933.200012,935.229980,928.580017,931.039978,931.039978,3587980000
2015-11-24,930.419983,934.400024,923.760010,931.929993,931.929993,3884930000
2015-11-25,931.929993,933.590027,930.710022,931.349976,931.349976,2852940000
2015-11-27,931.320007,933.010010,929.200012,931.530029,931.530029,1466840000
2015-11-30,931.719971,933.280029,926.440002,926.440002,926.440002,4275030000
2015-12-01,927.080017,937.020020,927.080017,936.690002,936.690002,3712120000
2015-12-02,936.419983,937.900024,925.950012,927.020020,927.020020,3950640000
2015-12-03,927.510010,929.599976,910.909973,914.070007,914.070007,4306490000
2015-12-04,914.500000,934.880005,914.500000,933.770020,933.770020,4214910000
2015-12-07,933.729980,933.729980,922.650024,927.760010,927.760010,4043820000
2015-12-08,926.659973,926.659973,916.530029,921.179993,921.179993,4173570000
2015-12-09,920.650024,928.770020,908.979980,914.380005,914.380005,4385250000
2015-12-10,914.479980,924.080017,913.789978,916.840027,916.840027,3715150000
2015-12-11,915.450012,915.450012,897.059998,898.489990,898.489990,4301060000
2015-12-14,898.830017,904.940002,890.200012,904.429993,904.429993,4612440000
2015-12-15,905.520020,919.210022,905.520020,914.090027,914.090027,4353540000
2015-12-16,914.969971,929.520020,913.289978,927.770020,927.770020,4635450000
2015-12-17,928.039978,929.479980,913.640015,913.770020,913.770020,4327390000
2015-12-18,913.369995,913.369995,895.940002,896.049988,896.049988,6683070000
2015-12-21,897.690002,904.159973,895.650024,902.969971,902.969971,3760280000
2015-12-22,903.469971,911.969971,902.799988,910.440002,910.440002,3520860000
2015-12-23,911.679993,921.119995,911.679993,920.750000,920.750000,3484090000
2015-12-24,920.489990,921.719971,917.989990,918.840027,918.840027,1411860000
2015-12-28,917.659973,917.659973,911.940002,917.150024,917.150024,2492510000
2015-12-29,918.289978,929.059998,918.289978,927.400024,927.400024,2542000000
2015-12-30,927.059998,927.059998,920.099976,920.770020,920.770020,2367430000
2015-12-31,919.780029,920.070007,911.270020,911.429993,911.429993,2655330000
2016-01-04,909.530029,909.530029,886.099976,896.539978,896.539978,4304880000
2016-01-05,896.809998,900.539978,891.989990,897.659973,897.659973,3706620000
2016-01-06,896.270020,896.270020,881.890015,886.780029,886.780029,4336660000
2016-01-07,885.250000,885.250000,862.739990,864.479980,864.479980,5076590000
2016-01-08,865.280029,872.799988,853.849976,855.580017,855.580017,4664940000
2016-01-11,856.960022,862.409973,847.080017,858.070007,858.070007,4607290000
2016-01-12,859.190002,868.799988,854.489990,865.210022,865.210022,4887260000
2016-01-13,865.799988,870.979980,842.539978,844.080017,844.080017,5087030000
2016-01-14,844.460022,865.609985,839.849976,859.770020,859.770020,5241110000
2016-01-15,857.539978,857.539978,830.210022,839.890015,839.890015,5468460000
2016-01-19,843.309998,849.590027,833.000000,840.520020,840.520020,4928350000
2016-01-20,839.049988,839.049988,809.960022,829.780029,829.780029,6416070000
2016-01-21,830.520020,843.940002,825.090027,834.340027,834.340027,5078810000
2016-01-22,837.539978,852.169983,837.539978,851.340027,851.340027,4901760000
2016-01-25,851.380005,851.380005,838.340027,838.719971,838.719971,4401380000
2016-01-26,839.190002,851.679993,839.190002,850.030029,850.030029,4357940000
2016-01-27,849.659973,855.159973,835.429993,839.840027,839.840027,4754040000
2016-01-28,840.750000,850.760010,837.429993,847.840027,847.840027,4693010000
2016-01-29,846.969971,868.340027,846.969971,868.340027,868.340027,5497570000
2016-02-01,867.250000,870.119995,858.750000,866.619995,866.619995,4322530000
2016-02-02,865.539978,865.539978,848.669983,851.090027,851.090027,4463190000
2016-02-03,852.280029,857.250000,836.929993,854.599976,854.599976,5172950000
2016-02-04,854.090027,860.159973,847.729980,854.909973,854.909973,5193320000
2016-02-05,853.880005,853.929993,835.880005,839.770020,839.770020,4929940000
2016-02-08,837.380005,837.380005,820.619995,832.169983,832.169983,5636460000
2016-02-09,830.010010,838.510010,822.770020,830.969971,830.969971,5183220000
2016-02-10,833.400024,843.679993,828.849976,829.609985,829.609985,4471170000
2016-02-11,827.690002,827.690002,811.609985,820.609985,820.609985,5500800000
2016-02-12,822.270020,835.890015,822.270020,835.890015,835.890015,4696920000
2016-02-16,838.650024,848.450012,838.650024,848.390015,848.390015,4570670000
2016-02-17,849.409973,863.570007,849.409973,861.750000,861.750000,5011540000
2016-02-18,862.309998,863.650024,855.789978,857.159973,857.159973,4436490000
2016-02-19,857.000000,857.750000,850.719971,857.250000,857.250000,4142850000
2016-02-22,859.820007,870.010010,859.820007,868.770020,868.770020,4054710000
2016-02-23,867.849976,867.849976,856.150024,857.099976,857.099976,3890650000
2016-02-24,856.210022,861.190002,842.409973,860.150024,860.150024,4317250000
2016-02-25,860.989990,869.690002,857.979980,869.609985,869.609985,4118210000
2016-02-26,870.969971,874.950012,866.169983,866.940002,866.940002,4348510000
2016-02-29,866.679993,871.619995,859.179993,859.440002,859.440002,4588180000
2016-03-01,861.210022,881.010010,861.210022,881.010010,881.010010,4819750000
2016-03-02,880.299988,884.190002,876.909973,884.179993,884.179993,4666610000
2016-03-03,883.869995,885.770020,878.979980,885.729980,885.729980,5081700000
2016-03-04,885.869995,891.969971,882.380005,887.859985,887.859985,6049930000
2016-03-07,886.700012,889.539978,882.539978,887.580017,887.580017,4968180000
2016-03-08,885.609985,886.460022,878.799988,879.750000,879.750000,4641650000
2016-03-09,880.440002,885.419983,879.869995,883.890015,883.890015,4038120000
2016-03-10,884.479980,890.630005,874.309998,883.469971,883.469971,4376790000
2016-03-11,885.109985,896.570007,885.109985,896.549988,896.549988,4078620000
2016-03-14,895.599976,897.799988,892.169983,895.409973,895.409973,3487850000
2016-03-15,894.080017,895.489990,889.590027,895.489990,895.489990,3560280000
2016-03-16,894.989990,901.539978,892.590027,899.090027,899.090027,4057020000
2016-03-17,898.869995,907.549988,896.590027,904.690002,904.690002,4530480000
2016-03-18,904.789978,909.469971,904.789978,907.880005,907.880005,6503140000
2016-03-21,907.270020,910.780029,905.479980,909.719971,909.719971,3376600000
2016-03-22,908.859985,912.280029,905.270020,908.900024,908.900024,3418460000
2016-03-23,908.390015,908.590027,902.950012,903.950012,903.950012,3639510000
2016-03-24,902.359985,904.109985,898.419983,904.059998,904.059998,3407720000
2016-03-28,904.760010,906.669983,902.039978,903.869995,903.869995,2809090000
2016-03-29,903.580017,911.640015,899.780029,911.219971,911.219971,3822330000
2016-03-30,912.359985,919.669983,912.359985,915.750000,915.750000,3590310000
2016-03-31,915.700012,917.530029,912.109985,912.929993,912.929993,3715280000
2016-04-01,911.719971,920.330017,906.580017,919.330017,919.330017,3749990000
2016-04-04,919.460022,919.719971,915.250000,917.119995,917.119995,3485710000
2016-04-05,915.719971,915.719971,907.340027,908.590027,908.590027,4154920000
2016-04-06,908.830017,918.539978,907.979980,918.210022,918.210022,3750800000
2016-04-07,917.010010,917.010010,903.679993,907.229980,907.229980,3801250000
2016-04-08,908.409973,915.359985,906.289978,909.030029,909.030029,3359530000
2016-04-11,909.799988,915.599976,906.530029,906.570007,906.570007,3567840000
2016-04-12,907.229980,916.869995,905.830017,915.500000,915.500000,4239740000
2016-04-13,917.419983,924.669983,917.419983,924.289978,924.289978,4191830000
2016-04-14,924.619995,927.919983,923.349976,925.599976,925.599976,3765870000
2016-04-15,925.700012,926.159973,921.979980,923.969971,923.969971,3701450000
2016-04-18,923.299988,930.400024,921.039978,930.140015,930.140015,3316880000
2016-04-19,930.929993,934.669983,929.489990,933.659973,933.659973,3896830000
2016-04-20,934.070007,938.299988,932.309998,934.549988,934.549988,4184880000
2016-04-21,934.340027,935.559998,929.320007,931.039978,931.039978,4175290000
2016-04-22,930.979980,930.979980,923.359985,928.349976,928.349976,3790580000
2016-04-25,927.539978,927.539978,922.419983,927.479980,927.479980,3319740000
2016-04-26,928.179993,930.380005,924.359985,926.960022,926.960022,3557190000
2016-04-27,927.369995,928.789978,921.289978,926.619995,926.619995,4100110000
2016-04-28,925.609985,929.549988,916.979980,918.849976,918.849976,4309840000
2016-04-29,917.349976,919.020020,909.900024,915.020020,915.020020,4704720000
2016-05-02,915.750000,923.260010,915.719971,922.349976,922.349976,3841110000
2016-05-03,921.010010,921.010010,911.460022,915.000000,915.000000,4173390000
2016-05-04,914.039978,914.039978,907.049988,909.440002,909.440002,4058560000
2016-05-05,910.049988,912.840027,906.359985,908.799988,908.799988,4008530000
2016-05-06,907.669983,912.210022,904.460022,912.099976,912.099976,3796350000
2016-05-09,912.400024,915.270020,910.919983,912.539978,912.539978,3788620000
2016-05-10,914.440002,924.669983,914.440002,924.400024,924.400024,3600200000
2016-05-11,924.039978,924.039978,915.619995,915.619995,915.619995,3821980000
2016-05-12,916.530029,919.679993,911.020020,915.960022,915.960022,3782390000
2016-05-13,915.340027,917.080017,906.469971,907.809998,907.809998,3579880000
2016-05-16,907.530029,918.719971,907.530029,916.299988,916.299988,3501360000
2016-05-17,915.809998,915.809998,903.960022,906.820007,906.820007,4108960000
2016-05-18,905.659973,913.169983,901.989990,907.760010,907.760010,4101320000
2016-05-19,906.599976,906.599976,898.080017,904.239990,904.239990,3846770000
2016-05-20,904.570007,912.729980,904.570007,909.150024,909.150024,3507650000
2016-05-23,909.309998,910.510010,906.650024,906.989990,906.989990,3055480000
2016-05-24,908.989990,920.799988,908.989990,919.190002,919.190002,3627340000
2016-05-25,920.260010,928.460022,920.260010,926.299988,926.299988,3859160000
2016-05-26,926.739990,927.609985,924.630005,926.159973,926.159973,3230990000
2016-05-27,925.919983,929.489990,925.919983,929.489990,929.489990,3079150000
2016-05-31,929.760010,930.979980,923.950012,927.650024,927.650024,4514410000
2016-06-01,926.760010,929.000000,922.270020,928.099976,928.099976,3525170000
2016-06-02,927.799988,929.940002,922.510010,929.940002,929.940002,3632720000
2016-06-03,929.429993,929.429993,921.340027,927.460022,927.460022,3627780000
2016-06-06,928.179993,933.960022,928.179993,931.900024,931.900024,3442020000
2016-06-07,932.070007,935.739990,932.070007,932.229980,932.229980,3534730000
2016-06-08,932.450012,935.890015,932.450012,935.270020,935.270020,3562060000
2016-06-09,933.849976,934.619995,930.059998,933.580017,933.580017,3290320000
2016-06-10,931.559998,931.559998,924.039978,926.750000,926.750000,3515010000
2016-06-13,924.799988,927.030029,919.250000,919.450012,919.450012,3392030000
2016-06-14,918.520020,920.580017,913.510010,918.460022,918.460022,3759770000
2016-06-15,919.539978,922.099976,915.059998,915.729980,915.729980,3544720000
2016-06-16,913.789978,920.289978,906.929993,919.539978,919.539978,3628280000
2016-06-17,919.590027,919.590027,911.429993,914.950012,914.950012,4952630000
2016-06-20,916.159973,927.169983,916.159973,919.270020,919.270020,3467440000
2016-06-21,920.140015,924.159973,919.690002,922.049988,922.049988,3232880000
2016-06-22,922.340027,927.429993,920.330017,920.820007,920.820007,3168160000
2016-06-23,923.590027,932.580017,923.590027,932.580017,932.580017,3297940000
2016-06-24,928.159973,928.159973,898.119995,900.510010,900.510010,7597450000
2016-06-27,898.419983,898.419983,883.200012,887.380005,887.380005,5431220000
2016-06-28,889.469971,902.359985,889.469971,902.359985,902.359985,4385810000
2016-06-29,904.520020,917.770020,904.520020,916.820007,916.820007,4241740000
2016-06-30,917.849976,928.190002,916.840027,928.130005,928.130005,4622820000
